negative,message
0,@nitedemon5 I'm not yet seeing a scheduled date for that tower. Stay tuned at http://t.co/QZh3S1Q2er! *JR
0,#Flyers with a shorthanded goal tie things up with #Caps on turnover 2-2 in 2nd period at #Verizon on #NBC
0,#Flyers with a shorthanded goal tie things up with #Caps on turnover 2-2 in 2nd period at #Verizon on #NBC
0,iPhone 4 for sale .. Sprint good condition
0,"@lewis_niamh sprint, it's going to kill me, I can't remember how to do anything quick!"
0,Damn the T-Mobile (my car) gave out on me it need CPR!!!!
0,RT @damonribeiro: Need to buy an Iphone 4 Verizon if anyone has one !
1,@SOCO_Saint: I'm still in denial I have sprint it makes me mad everyday
0,Reminder: The man playing Rush and Ace of Base (and lighting mups) at Verizon Center is the one and only @Bruce_CapsOrgan.
0,anybody selling a 5 or 5s for sprint?
1,"If my number doesn't switch over to my new phone that I have had almost a week, I'm cussing sprint out. This is annoying."
0,proud to announce the iphone search is offically underway...looking to end service with Verizon mid-March!
0,"Dear Sprint,Your data speeds are a joke.Sincerely,I pay too much for this shit."
1,Sprint knew iWas about to turn up. So they reach in a nigga pocket before iCould..
1,@VZWSupport I've been up to verizon 3 times in the past two months because my phone will completely stop sending and receiving texts & calls
0,"Corporate discounts, like savings of up to 22% from AT&T and Verizon calling plans just for being a part of WakeUpNow."
0,SPRINT - City of ligths http://t.co/aK48h2yEHJ
0,Huawei Comet  MP3 BLUETOOTH TOUCH SCREEN CELL PHONE T-MOBILE USED USA http://t.co/0lghY2k9C1 #android
1,Why is sprint always busy when I try and call to do something
0,"just like that, #Caps back up 3-2 in 2nd period over #Flyers at #Verizon on #NBC"
0,"just like that, #Caps back up 3-2 in 2nd period over #Flyers at #Verizon on #NBC"
0,"@MyBasedStory_ yeah. I had sprint, but they changed my contract. I'm confused idk lol. If you would've tweeted earlier I would've went to u"
0,"Fucckk ., Phone bill due today and I. Don't feel like traveling to T-Mobile #FML"
0,Is anyone selling or have an extra sprint phone?
1,I hate sprint so much!!!!
0,"When I listen to my workout playlist when Im not working out, it makes me want to start off in full sprint."
1,Sprint knew iWas about to turn up. So they reached in a nigga pocket before iCould..
0,It's @PhoenixRaceway @sprint Cup Race Day!!! Yay!!! Goooo @DaleJr #88 all the way to Victory Lane #2XDaytona500Champ #JRNation
0,"RT @TrinityTraveler: Travel is supposed to be marathon, not sprint."
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/xEFPyZ529B #vzwcrowd
0,Little bit of spring break reading... Can anyone recommend a good sprint car racing book for me?? http://t.co/2j9l0RmsLS
0,THERES FINALLY SNOOPY DANCING AT VERIZON! #beagle #BeagNasty
1,@sprint i hope you realize how much crap i now have to go through by telling about a million different companies/services/contacts (1/2)
0,RT @phillipcantor: .@DianeRavitch at #npeconference This is a long distance race... not a sprint. Never doubt that a small group can change
0,If jay beagle would have missed that I would have walked all the way to the verizon center on to the ice and smacked him
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/hFWVejpt2f #vzwcrowd
0,Fuck mane I just had the 5s Bruh tmobile bs
1,I don't know what's worse dealing with #verizon customer service or #flyingdelta !! #rude #badcustomerservice #nothelpful #theworst
0,@alliezurawsky place is huge. Sprint.
0,SPRINT - City of ligths http://t.co/DuQKsXRRFr
0,"@JerryRice   Hi Jerry, Can you mention this campaign to anyone wanting to jump further and sprint faster.  https://t.co/u8DfL1SRl1"
0,No more sprint
0,"Great time running @bathhalf today. Super event & organisation. Even after 13 miles & 'sprint' finish, still a deadheat with @amarkadamson!"
0,"[Q] Complete Backup-How?, about Verizon Galaxy Note 3: UsoftTech :: http://t.co/ZZRAx2ZqUY :: (http://www.usoft... http://t.co/hp8k1BBjFe"
0,RT @ToniLynnStarr: It's @PhoenixRaceway @sprint Cup Race Day!!! Yay!!! Goooo @DaleJr #88 all the way to Victory Lane #2XDaytona500Champ #JR
0,This bitch at sprint musty af
0,RT @chizrocker88: THERES FINALLY SNOOPY DANCING AT VERIZON! #beagle #BeagNasty
0,let me call T-Mobile my phone fucked!
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/PLc4Fc0Jom #vzwcrowd
0,@DeionSanders   Deion.  This device will make athletes sprint faster and jump further.  I can prove it.  FSU baby.  https://t.co/u8DfL1SRl1
1,@CaliMommie4 y'all still with Sprint? Verizon be trippin sometimes lol
0,@sprint (2/2) i now have to contact to switch that phone number for the number we had for 3+ years i didnt want but now im stuck with
0,Thank you T-Mobile for lowering  EVERYONE's phone bill:  T-Mobile's shine dims Sprint's deal hopes http://t.co/yJJN8mX58m
0,@TMobile My calls to India using TMobile is being RECOREDED by SOMEONE. I worked for AT&T for 4 years as an ENGINEER and am smart to know.
0,Anybody got an extra T-Mobile phone that they dont use ? I'll buy it from u!
1,I hate Verizon.
1,I hope T-Mobile dnt fck over me today.
0,I Need A Sprint IPhone 5
0,yo sprint is the barrier between me and some people
1,Sprint could you kindly get your act together so I could call people.
0,@Atlanta_Falcons   Train on this device and sprint faster and jump further.  https://t.co/u8DfL1SRl1
0,Apple iPhone 4s - 16GB - White (International Unlocked Smartphone Sprint Used #ebaymobile http://t.co/PsGUnzpRPn
0,@ToniLynnStarr @PhoenixRaceway @sprint @DaleJr LETS GET IT! @JeffGordonWeb
0,RT @YouChoices: AT&T or Verizon? http://t.co/pmKZOfVWov
0,Watching Hockey game Capital vs Flyers ! Washington Capital goal! Fun game..  at Washington Wizards At Verizon Arena http://t.co/j2uCkvurz1
0,So Who wanna get free mins ? Tmobile only
0,GOOGLE NEXUS 4 16GB BLACK UNLOCKED GSM SMARTPHONE T-MOBILE AT&T CELL PHONE http://t.co/sNLAMRMdPo #unlockedsmartphone
0,Got the sweetest representative when i called in to sprint today
0,RT @ParadicelCE: @ToniLynnStarr @PhoenixRaceway @sprint @DaleJr LETS GET IT! @JeffGordonWeb
0,"I m in the Verizon Center, wearing a Flyers cap, using an AT&T phone."
1,#agreed RT @bigboxchvy: yo sprint is the barrier between me and some people
0,verizon iphone for sell
1,T-Mobile is literally the worst phone company in the history of cellular devices.
0,RT @YouChoices: AT&T or Verizon? http://t.co/pmKZOfVWov
1,why am i on 1x damn you verizon lol http://t.co/TPJivaFGCG
0,Best Red Carpet Pose #Framily #Oscars #OscarsParty #HGParty @Sprint @hellogiggles @shaymitch http://t.co/InVq2ocxmh
0,@JBurgess01 not really cause RichardPetty 200 wins = Sprint Cup (Grand National) & Nationwide/Busch (Sportsman division) wins #NASCAR
1,@liz_kean: @jojo17yo sprint is doing miracles for me #teamsprint fuck noooo. Hate it with a passion.
1,Sprint I am sitting in my room why do I still not have service.
0,Anybody selling a T-mobile iphone 4??
0,RT @twerkingonziall: IM LAGHUING OS HARF SIWKDCKC  MY MOM GOT A MESSAGE & SHE GOT ALL EXITED & IT WAS VERIZON REMINDING HER THAT HER BILL I
0,New on Ebay! New Iphone 5s Apple iPhone 5s (Latest Model) - 16GB - Space Gray (Sprint) S... http://t.co/aQjCpf29m5 http://t.co/1sj9oJND1t
0,Who got a T-mobile iphone for sale ?
0,$ANCX Sprint and T-Mobile Merger: Verizon and T-Mobile Testify on Opposite Ends http://t.co/nKsX9ss0Lm
0,New on Ebay! New Iphone 5s Apple iPhone 5s (Latest Model) - 16GB - Gold (Sprint) Smartph... http://t.co/Ni0pk5yUKt http://t.co/vnCc9sEYKX
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/cSEhoGLrqC #vzwcrowd
0,"RT @RethinkSchools: RT @AthensMyra: Ravich: This is a long-term race, not a sprint. Our schools cannot be profit centers. #npeconference"
0,New on Ebay! New Iphone 5s Apple iPhone 5s (Latest Model) 16GB Space Gray (Verizon) Excellent http://t.co/ydZkPXOaB1 http://t.co/FsK7nUvdR1
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/1qQq6vZaIc via @jaybaer
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/2iFzhyOqjJ via @jaybaer
0,RT @opqscyclingteam: That was a true team victory! Boonen launched early and held his sprint for the win! #OPQS #kbk http://t.co/LebQgGNlWd
1,Got excited that I had a text message... Nope. It was just Verizon telling me I had used 50% of my data plan #sopopular
0,"Listen to Jay Beagle score his 2nd goal of the year, and first at Verizon Center this season, 3-2 Washington late 2nd http://t.co/rk0rjQp8Fn"
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/fQCWhJ2RlC #vzwcrowd
1,Sprint sucks even more on the beach
0,Anybody selling a T-mobile Iphone 4 ?!
0,"RT @cnnbrk: NASCAR driver Jason Leffler died Wednesday in a sprint-car crash in Bridgeport, N.J. He was 37. http://t.co/SS3dpxOvmD"
0,"@MinisterClaudia By the way, what had been happened in your phone? What did Sprint say?"
0,"RT @WaltonCaps: Listen to Jay Beagle score his 2nd goal of the year, and first at Verizon Center this season, 3-2 Washington late 2nd http:"
0,"RT @AStateNation: You've pulled us into a tie! Kick hard, sprint to the finish #6thfan #ArkSt go vote http://t.co/2mxeiVWC1O"
0,@TMobile the new website is worse than the Obamacare one. I cant access any past bills! It's been unable to download n for months! !
0,"Exclusive: Fared Adib, senior Sprint executive, departing - memo http://t.co/jY3P8QsxWF"
0,Thank god t-mobile is usually good to me about replacing phones. Only going to cost me $5 and it'll be here Tuesday. Sweeeet.
0,RT @dmills1578: <---------- needs a verizon  phone  #TheStruggle #CantEvenGetAtMyPYT's
0,"It's not a sprint, it's a marathon"
1,Bout To Go To Verizon
1,i just lost signal for a good 10 minutes i hate tmobile
1,"Went to Verizon and she said ""call the number, they will help you fix the issue"""
1,@David49Suarez big difference when u have sprint ! I have at&t
0,@Mike28davis I got you in April if you can wait till then ha
1,its a shame when you exchange information with the sprint rep lmaoooo
0,"So I was like""hey let's sprint 2miles on the treadmill""my nose was like ""let's not do this,let's make your nose bleed for 35minutes straight"
0,@miszv2u @sprint I 2nd that.
1,I've had this phone for like a week it's already basically broken thx Verizon
1,RT @_laeazy: I hate Sprint
0,@celeste_g16 Because it's sprint
0,"Holliday hits a line drive to center, Bourjos jogs homes but it looks like anyone else on the team in a full sprint. http://t.co/NAFdDW2UDD"
0,I need a verizon iphone. If you have one. I will buy it today .
1,S/o to @Verizon for telling us we'd be on my dads insurance for 2 years after his death and here we are...uninsured....
0,"Orlov with #3 on the season and 2nd o the day, 4-2 #Caps over #Flyers in the 2nd period at #Verizon on #NBC"
0,"Orlov with #3 on the season and 2nd o the day, 4-2 #Caps over #Flyers in the 2nd period at #Verizon on #NBC"
0,@badd__baddiee Naww yu betta getta sprint phone
0,"Need an unbeatable #deal on #TMobile ? Huge range of phones, Compare best deals, http://t.co/WuRznTRArT"
0,Premier Celebrities to Headline Sprint Cup Series Awards - Beyond the Flag http://t.co/bPPv3LRyZ1
0,"The Eagles live at the Verizon Center, Washington DC. Playing an encore song of ""Desperado"" during http://t.co/afIUmJVjKG"
0,That goal horn and siren at the Verizon center is the most obnoxious thing I've ever heard
0,Samsung Ativ S - Sprint - Blue - 16GB - Clean ESN http://t.co/M5TUR4kJ09
0,"@RiaElinor -->> Report: Kentucky Speedway owes state police $300,000 for security http://t.co/sG9nBDqdqb"
0,#NASCAR Sprint Cup on #FOX coming in 20 mins (@ NASCAR Fan) http://t.co/A3KVcbkFCC
0,I'm at the #verizon store and some d-bag just cut in front of me.
0,Have an @VerizonWireless Prepaid phone? Don't miss this #Note 2 flashed to @PagePlus plans start at $12/mo http://t.co/xqSbpDBLHJ #ebay
1,"@parispatron that's so dumb. I moved to tmo on Monday last week, and paid to cancel my sprint and they STILL haven't switched our numbers!"
0,RT @opqscyclingteam: This is Tom Boonen always does a bike throw at the line. A very close victory after a very long sprint! #kbk #OPQS htt
0,RT @shaymitch: Join my #Framily & the @HelloGiggles Oscars Party Sunday nite to win a new @Sprint smartphone! http://t.co/k4lczaQfck http:/
1,RT @_laeazy: I hate Sprint
1,Verizon is really pissing me off .
0,
1,OMFG @sprint is so fucking garbage!!! My sister is paying $100 a month for text messages that send a whole 24 hours later. I'm done!!
0,"RT @illestDAN: If da girl u like tweet ""love aggressive boys "
0,Now playing on WGMU: Verizon by GMU 30
0,Sprint finally updated to LTE
0,I love when I can hear @NHLFlyers fans cheering louder than caps fans... And they are at the verizon center! #letsgoflyers
0,Finna call Verizon and complain so they can turn a young thugg phone back on for a week or two
1,Sprint got me fucked up talking bout 250
0,RT @shaymitch: .@HelloGiggles Oscars Party contest! Winners join my #Framily & win @Sprint smartphones. http://t.co/ReTIWobu7l. http://t.co
1,RT @_laeazy: I hate Sprint
0,@ThinkDerbyDerby City Triathlon31st August 2014NOW OPENSupersprint 200m - 10K - 2.5KSprint 400m - 20K - 5Khttp://t.co/edtQHuxOHb
0,RT @__Dashonn: sprint is the best phone company
1,Hope tmobile doesnt trip this time
0,@MichaelPhanPT Cheers dude! Could've been quicker! Loads in tank at end. Sprint last half mile. Should've kicked earlier!
0,"@cyclingfans yes, that was a proper power sprint from @tomboonen1 to win"
1,T-Mobile about to get the cuss out
0,@MarianneValen20 @CollinsMandy the result is usually a panicked sprint towards the deadline.
0,"Youre #Framily to me! Msg me to join for rates as low as $25/mo./line, excl. taxes + surcharges after group savings. http://t.co/spZnEoNDLq"
0,Tmobile service is back... I have mixed feelings about this.
0,Going for a walk soon around Downtown to test CellViz + GSM Field Test. Will post a sample soon #TMobile #4G #LTE #Nexus5
0,Really? The Sprint halftime report is brought to us by Sprint? Wow. I never would have guessed that!
0,"MOTO G is available on Verizon at only $99, but photo resolution is horrible! Samsung Illusion is a better choice. #salescounselor #verizon"
0,"anyBody , got a verizon sim card used"
0,"@BillSimmons talking at the Sprint Halftime Report , completly right & I love it. Man knows what he's talking about."
1,"RT @aksather_: I can't get ahold of any of my friends to tell them IM IN A DESPERATE STATE OF LONELINESS, because Sprint fucking sucks."
0,This tmobile service nice
0,"@JacksonEllis99 I just saw u bro on tht sprint commercial, you need to hit the gym instead of doing commercial, Nando Nunez owns you"
1,@cinnamontoastk @ivyleaguepunk @TWC @VerizonFiOS You got to switch Ken! You hear that Verizon you are going to lose a customer.
0,Marathon sprint yo ass back or you gonn get soaked. lol
0,When Verizon & AT&T gonna get a Framily plan?!
0,RT @punishingevents: @ThinkDerbyDerby City Triathlon31st August 2014NOW OPENSupersprint 200m - 10K - 2.5KSprint 400m - 20K - 5K
0,Extreme pissed was looking forward to getting the @TMobile LG G Flex and couldn't because no store have enough in stock. Sucks! #employee
0,@Kenny_Wallace How does a race car driver miss a @NASCAR @sprint cup race? #scheduling  #dedication #HermsAcrazySOB
0,"Need an unbeatable #deal on #TMobile ? With the latest #Sony handsets! Take a look, http://t.co/WuRznTRArT #fb"
0,Motorola Droid Razr XT912 - 16GB - Black (Verizon) Smartphone clean ESN(read ) http://t.co/IRbDBOOPvK #android
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/IILkObkuNQ #vzwcrowd
0,who tryna do the framily plan with sprint
0,GOOGLE NEXUS 4 16GB BLACK UNLOCKED GSM SMARTPHONE T-MOBILE AT&T CELL PHONE http://t.co/M6fdzNMicl #android
0,RT @TDWsport: Tight finish today @TomBoonen1 bomtoonen morenohofland @KuurneBxlKuurne #kbk #Arrival #finish #sprint http://t.co/Dkn6JcmzeO
0,Anyone else notice that all these Sprint #Framily commercials have exactly one Black guy? #Token
0,The hired actors for the family in the Sprint commercial are the ugliest group of people Ive seen in a long time
1,@Vega25Alex at&t or tmobile cause my android fucking up so need new one asap
0,@tri247Derby City Triathlon31st August 2014NOW OPENSupersprint 200m -10K- 2.5KSprint 400m -20K -5Khttp://t.co/edtQHuxOHb
0,The Verizon store is always lots of time and lots of money
0,"I'm at Phoenix International Raceway - @phoenixraceway for NASCAR Sprint Cup Series at Phoenix (Avondale, AZ) http://t.co/vdjS4Ntslp"
0,#AustinSales Apple iPhone 5S Latest Model 64GB Silver for T-Mobile & AT&T. New! (Austin) $825: For sale an App... http://t.co/IgPFz9p13Z
0,I take back my last post about kindness after being on and off hold with Verizon Wireless Customer care for hours.  #HappyGilmoreMoment
0,#apple Apple iPhone 5 - 16GB - Black & Slate (Verizon) Smartphone http://t.co/0A2JFYEJDo
0,@5LiveStevo negative for Verizon iPhones :(
0,I need a t-mobile phone
1,"Considering switching. Any T-mobile users who travel, use a wi-fi hotspot? T-Mobile Turns an Industry on Its Ear http://t.co/WDTLv5il08"
0,#netFORUMPro users sign-up for the opportunity to Sprint test or Beta testing! #AUDC2014
0,"At #GPLugano, @jarlinsonpantan bagged another top-10 placement for Team Colombia. Solid season start for #ElPais! http://t.co/rrXGLXo8zE"
1,Good lord sprint sucks....
0,@mortendk How did the sprint go? Good turn out?
1,@RonnieDunn and @TMobile sucks because my phone and my moms old phone both barley are working
0,RT @JimmieJohnson: Getting ready to wheel it. @ Sprint Cup Garage @ Phoenix International Raceway http://t.co/35ZxuQeX9q
0,RT @ollie_smiff: @emebee @miss_lindseyj looking forward to seeing miss jones in the 2016 olympic 500m sprint
0,"@DaleJunebugFan From what I have ever read, NASCAR has credited all 200 Petty wins, top series. Sprint Cup and previous name Grand National?"
0,It's a marathon not a sprint
0,@lxyjn verizon or at&t
1,so Verizon said I have a lifetime warranty on my screen protector and then I go to get a new one and they said I can't get it.
0,@russww: @MichaelPhanPT Cheers dude! Cdve bn quicker! Loads in tank @ end. Sprint last half mile. Should've kicked earlier! Roll on nxt 1!
0,Apple iPhone 4S - 16GB - Black (Sprint) Smartphone (CLEAN ESN): $179.00 End Date: Sunday Mar-9-2014 9:25:47 PDT... http://t.co/Y1xaCwRY3B
0,Apple iPhone 4S - 16GB - White (Verizon) Smartphone: $0.99 (0 Bids) End Date: Wednesday Mar-5-2014 8:25:37 PST... http://t.co/Vrz3fwtrKI
0,Apple iPhone 4S - 16GB - White (Verizon) Smartphone: $0.99 (0 Bids) End Date: Monday Mar-3-2014 8:24:54 PST Bid... http://t.co/I6JTg82o0p
0,"Apple iPhone 4, 8GB Black (Verizon) AS IS, for parts or repair: $65.00 End Date: Sunday Mar-9-2014 9:35:34 PDT... http://t.co/gCnDwSgHHk"
0,"RT @Col_Coldeportes: At #GPLugano, @jarlinsonpantan bagged another top-10 placement for Team Colombia. Solid season start for #ElPais! http"
0,Apple iPhone 4S - 16GB - Black (Verizon) Smartphone: $80.00 (7 Bids) End Date: Sunday Mar-2-2014 8:49:09 PST Buy... http://t.co/WmjCgdS0C0
0,Love when verizon center plays mortal kombat. #classic
0,BlackBerry Curve 8530 Purple (Sprint) Good phone: $15.00 (0 Bids) End Date: Sunday Mar-2-2014 8:26:18 PST Buy It... http://t.co/lwp6FxXdiX
0,RT @YouChoices: AT&T or Verizon? http://t.co/pmKZOfVWov
0,That sprint Framily plan some bull. Id never allow for my teenage daughter bf to hop on my plan when he got his own family plan to be on
0,Thank The Lord for the nice people at Verizon for helping me fix my phone
0,Check Verizon Fios availability: http://t.co/cLgl3UeCbS locally for high speed #internet
0,Lmao @ the Verizon Center playing the Mortal a Kombat theme song music when niggas was about to wreck
0,Forgot how hillarious F1 2013 sprint mode is.
0,Samsung SPH-M540 RANT Cell Phone SPRINT Red EVDO - FAST SHIPPING: $39.95 End Date: Tuesday Apr-1-2014 9:51:04 PDT... http://t.co/fLgRSImlgG
0,Samsung Galaxy S3 i535 Verizon 4G Smartphone Pebble Blue (B): $0.99 (0 Bids) End Date: Monday Mar-3-2014 8:49:04... http://t.co/iLwjhzAS4I
1,@cacainyachonies im switching to it because i have sprint and it sucks
0,"Second time lucky for defending world champion Becky James: James, who won sprint and Keirin gold in Minsk 12 ... http://t.co/WKbyYRxjIA"
0,Just about an hour left to get your Sprint Cup Series picks in! http://t.co/TxuFWozNKc #NASCAR @PhoenixRaceway
0,SAMSUNG GALAXY S 4 SPH-L720 (LATEST MODEL) CLEAN ESN 16GB WHITE SPRINT PERFECT: $319.00 (0 Bids) End Date: Sunday... http://t.co/jVH0PSc1E7
1,@stefh_ had to get rid of sprint already so I went with T mobile and my phone works way better! Whenever you wanna come over it's all yours
0,Sprint and T-Mobile Merger: Verizon and T-Mobile Testify on Opposite Ends: T-Mobile testifies for consolidatio... http://t.co/xAA2OyZv1S
0,RT @StartNParkBlog: Just about an hour left to get your Sprint Cup Series picks in! http://t.co/TxuFWozNKc #NASCAR @PhoenixRaceway
0,Sunday Funday #suitelife #capsflyers @ Verizon Center http://t.co/JYN29nV0PC
0,"that being said, if anyone has a verizon smartphone they might be interested in selling me, please let me know."
0,"Gotta love the verizon center PA, #caps #Flyers"
0,Watch NASCAR Sprint Cup CNBC 500 Live Stream Online http://t.co/dSVdWLjPyW
0,Watch NASCAR Sprint Cup CNBC 500 Live Stream Online http://t.co/F1DBK7eu3i
0,Watch NASCAR Sprint Cup CNBC 500 Live Stream Online http://t.co/nmal7ZGo3d
0,Watch NASCAR Sprint Cup CNBC 500 Live Stream Online http://t.co/2O9AlxwPJh
0,actually had to sprint from the dinner table to the bathroom I felt that full
0,Verizon Center is playing Pendulum right now.  That's just awesome.  #NHLonNBC
0,RT @jtcaslass: #sprint finish #ReadingHalfMarathon #sweatshop @readinghalf2010 http://t.co/M7xDnnpaI9
1,it really upsets me when T-Mobile fucks up like it is right now.
0,Sprint Cup The Profit 500 on CNBC 500 lineup at Phoenix.1. Brad Keselowski2. Joey Logano3. Jamie McMurray4.... http://t.co/7NmHQcFLdL
1,The way sprint set up my bill $200 @_shermella
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/RwCX9xBw3K
0,Why Facebook Is More Like Verizon Than Like Google http://t.co/oXmhkF29d3
0,Who's trying to buy a Sprint iPhone ?
0,@JohnSORCE awesome!!! Mental fast on the flying 1 lap sprint. Clocked a 13:61 for 200m #notbadforfirsttime
0,@johncthayer much neater than the pre-game notes of ESPN's Dave O'Brien when I had opp to sit close behind him at the Sprint Center
0,"@SGgrc Steve, thanks for covering the netflix/Verizon feud. I think in the end it's just about profit. ""You want to house your servers under"
0,Ayyyy @T_DotFlight31 featured with his mom on the Sprint Halftime show. #RTZ
1,@aaanaiyneK_: The way sprint set up my bill $200 @_shermellalol well I ain't paying mines
0,Apple iPhone 4s Black (Verizon) Non Working/Water Damage: $56.00 End Date: Sunday Mar-9-2014 9:58:58 PDT Buy It... http://t.co/Bs7BhMaVwz
0,my mom thinks the verizon guy employee man is cute and he asked her for her number (to pay the bill) and she started blushing. ayyyyy lmao
0,Apple iPhone 5 Sprint - 16GB - White & Silver (A1429) BAD ESN: $120.00 (0 Bids) End Date: Friday Mar-7-2014... http://t.co/K7R0jFIFi0
0,Apple iPhone 4s - 16GB - White (Verizon): $0.99 (0 Bids) End Date: Sunday Mar-9-2014 10:00:59 PDT Bid now | Add... http://t.co/R4Sfdfiz55
0,*MINT* Motorola Razr Maxx (VERIZON) *Clean ESN* CDMA 4G LTE 16GB 8MP Android 172: $159.77 End Date: Sunday... http://t.co/SVjHKFNJFq
0,Does Sprint Nuclear Ability Matter?  How much?  Ukraine Edition http://t.co/4Uou9koyjJ
0,Retro Cassette Tape Silicone Back Case For AT&T Verizon Sprint iPhone 4 4G 4S S: $2.97 End Date: Sunday... http://t.co/vsrVXRIV8N
0,Apple iPhone 4s - 32GB - Black W/iOS 6 (Sprint) Clean ESN + Free Element Case: $180.00 End Date: Tuesday... http://t.co/msoAhPeZaf
0,"sprint ""framily"" plan sounds racist to me"
0,Apple iPhone 4 - 16GB - Black (Verizon) Smartphone: $49.99 (1 Bid) End Date: Sunday Mar-2-2014 9:12:16 PST Buy It... http://t.co/Oz5F8f35BI
0,Verizon Samsung Galaxy Note 3 White 32GB +UaG Case: $465.00 (20 Bids) End Date: Sunday Mar-2-2014 9:19:50 PST Buy... http://t.co/kChxVBGL2q
0,"In all honestly I enjoy the 1000, it's fun like the 500 used to be before it became an all out sprint!"
0,Sprint LG Rumor 2 - works great: $20.00 (0 Bids) End Date: Sunday Mar-2-2014 8:26:18 PST Buy It Now for only:... http://t.co/gaShANBWQi
1,Sprint can suck my cock
0,Lol at Verizon Center playing mortal kombat #CapsFlyers #verizoncenter #caps
0,Can the Verizon Center just spontaneously implode rn? Take Ovi out first though.
1,I hate you @sprint
0,Thank goodness the guys at sprint were able to help me!!
0,Apple iPhone 4S - 16GB - White (Sprint) Smartphone Clean ESN: $165.00 (0 Bids) End Date: Monday Mar-3-2014... http://t.co/jodqTgi5E4
0,"The first time my parents are going to watch me play hockey is at the Verizon Center, pretty awesome, haha."
0,Apple iPhone 4 - 16GB - Black (Verizon) Smartphone: $55.00 (0 Bids) End Date: Sunday Mar-9-2014 10:23:33 PDT Bid... http://t.co/1uneA0bYmt
0,"If I am standing/sitting in a certain spot in my house I get no service - none, zero! ... & that @sprint is not ok! "
1,"RT @camcamm_: ""I hate sprint"" "
0,"To everyone I argued with about the iPhones being the best, I apologize for my ignorance. It will not happen again. #note3 #tmobile"
0,"RT @Col_Coldeportes: At #GPLugano, @jarlinsonpantan bagged another top-10 placement for Team Colombia. Solid season start for #ElPais! http"
0,I wanna do the Sprint family plan but I don't know if all the bills are separate.
1,Sprint playing with me
1,Is it me or is #Sprint looking desperate with this new #Framily plan. This doesn't change the fact that they have the worst service period..
0,@TaylorJet_187 @duragpower ooh I don't know and I got sprint so it wouldn't affect my data since it's unlimited
0,Get $100 or more off any new Verizon smartphone when you trade in your old one. New 2 yr. activation req'd. http://t.co/e7IPv4pLvz #vzwcrowd
0,Motorola Droid Razr XT912 for Verizon Clean ESN Good condition 16 gb + CASE: $99.99 (0 Bids) End Date: Friday... http://t.co/ErODQiJx1J
0,This Verizon store is about to piss me off.
0,RT @JetLife_863: @TaylorJet_187 @duragpower ooh I don't know and I got sprint so it wouldn't affect my data since it's unlimited
0,Samsung Reality SCH-U820 - City red (Verizon) Cellular Phone: $10.00 (0 Bids) End Date: Sunday Mar-9-2014... http://t.co/LMPtDQB60Z
0,1 Sprint Car Racing Detailed Motor Engine ONLY 1:24 Car PARTS Action Diecast: $33.99 End Date: Tuesday Apr-1-2014... http://t.co/6NV3IQbL6a
0,Using Verizon's chargers cuz we've been here forever
0,Get #SPRINT #framily w/unltd talk/text+data for $25/mo PLUS get $200 #giftcard use # j000832077IH at http://t.co/FNV5xw4Xd3
0,@Go_Getter1906 do you have a extra (sprint) phone i could use?
0,Fuck you & your fishing game. I locked it & i am bringing it  to Verizon-U assholes.Adam  & Rita
0,"Just completed a 2.82 mi run - Sprint, Walk, repeat.... http://t.co/ShiGPL4Y9q #RunKeeper"
0,If someone can put a Verizon iPhone 4 on straight talk or virgin mobile I will be eternally grateful
0,$ANCX Sprint and T-Mobile Merger: Verizon and T-Mobile Testify on Opposite Ends http://t.co/m79uxVI38k
0,"Grab stuff, cram willy-nilly into bag, sprint to car. Must escape psychic torture of whiny, insipid music. Well played, Starbucks. @rdmauk"
0,The #Capitals lead the #Flyers 4-2 after 2 pd's from Verizon Center; I'm sensing that these teams aren't too fond of each other. #CapsFlyers
0,Apple iPhone 4 - 16GB - Black (Verizon) Smartphone: Price 175.0 USD (0 Bids) End Time: 2014-03-02 22:45:37 PDT http://t.co/UEl7fLVRFn
0,"RT @OliviaPeltierr: When I listen to my workout playlist when Im not working out, it makes me want to start off in full sprint."
1,If you or any of your family members work for verizon they should probably find a new job. Incompetency at its finest.
0,@giodelgado I'm hoping an Icon variant for @tmobile is due around @windowsphone 8.1. Would consider ditching #iPhone again then.
0,@cacainyachonies  it sucks huh nd with T-mobile you get and upgrade every 6 months i think
0,"Fucking Bad Boys is on and verizon is telling me that ""MTV"" isn't available. MTV is available online but I can't get it on my tv. okay cool"
1,RT @MattWestWastedd: S/o to @Verizon for telling us we'd be on my dads insurance for 2 years after his death and here we are...uninsured....
